Epoch,MRAD,Exploitability
300,0.9760787487030029,1.6376758813858032
400,0.9977626800537109,1.6909580826759338
500,0.995004415512085,1.6838864088058472
600,0.19731292128562927,0.05265100114047527
700,0.12487772852182388,0.0368761382997036
800,0.14424563944339752,0.018050351180136204
900,0.11058303713798523,0.013847247697412968
1000,0.10193505883216858,0.013967487728223205
1100,0.09689312428236008,0.009572906186804175
1200,0.09481552243232727,0.007682697847485542
1300,0.09332367777824402,0.009481826797127724
1400,0.09113053232431412,0.007079223403707147
1500,0.11067843437194824,0.007337605347856879
1600,0.09464386105537415,0.007299418095499277
1700,0.09240377694368362,0.005453231744468212
1800,0.08742213249206543,0.005753684905357659
1900,0.09463362395763397,0.005690415273420513
2000,0.08924116939306259,0.005051167914643884
2100,0.10683953762054443,0.005689403973519802
2200,0.08750956505537033,0.005349261686205864
2300,0.09236849844455719,0.004495284170843661
2400,0.09361253678798676,0.006045495625585318
2500,0.07814092934131622,0.004056027217302471
2600,0.08829405903816223,0.0043891583336517215
2700,0.07220085710287094,0.004425900231581181
2800,0.08274542540311813,0.00403820798965171
2900,0.0720626562833786,0.0032631774083711207
3000,0.059916798025369644,0.003346413839608431
3100,0.083293616771698,0.0045618388103321195
3200,0.06509604305028915,0.0032336233416572213
3300,0.06744644045829773,0.0037579944473691285
3400,0.0636139065027237,0.00331363407894969
3500,0.06697625666856766,0.003001298406161368
3600,0.07572616636753082,0.0032913314644247293
3700,0.07860422879457474,0.002858843537978828
3800,0.07706885039806366,0.0026713234838098288
3900,0.07032915204763412,0.003356061060912907
4000,0.07960892468690872,0.0054327278630808
4100,0.07699229568243027,0.003249707166105509
4200,0.07270112633705139,0.002843099588062614
4300,0.07697669416666031,0.0026220654835924506
4400,0.07596591114997864,0.0031734100193716586
4500,0.08964736014604568,0.0027639258769340813
4600,0.08760017901659012,0.0028442571638152003
4700,0.07775390148162842,0.005474067758768797
4800,0.0715772807598114,0.0025494517176412046
4900,0.08729733526706696,0.0027540601149667054
5000,0.0645655170083046,0.002189004240790382
5100,0.07878285646438599,0.0030220270855352283
5200,0.07479646056890488,0.0020504891290329397
5300,0.08007777482271194,0.0023431613808497787
5400,0.07310973852872849,0.0024976990243885666
5500,0.07665562629699707,0.0019614410994108766
5600,0.07535295933485031,0.0025142512167803943
5700,0.0666840672492981,0.0018053934472845867
5800,0.07726743817329407,0.0020169306662864983
5900,0.06566949188709259,0.0014569908962585032
6000,0.06349963694810867,0.001606227655429393
6100,0.0770750343799591,0.0017627586785238236
6200,0.06289838999509811,0.0014744592335773632
6300,0.07320047914981842,0.0015219282504403964
6400,0.07750996947288513,0.0015780984540469944
6500,0.06438741087913513,0.002189052407629788
6600,0.07719343900680542,0.0019492199062369764
6700,0.05687902867794037,0.0012988632079213858
6800,0.06288554519414902,0.00149309761764016
6900,0.07296624034643173,0.0013165563577786088
7000,0.062409643083810806,0.001403065281920135
7100,0.07121222466230392,0.0017780523048713803
7200,0.07109808921813965,0.0018750428571365774
7300,0.0760156437754631,0.0016561455850023776
7400,0.0812230259180069,0.001472064817789942
7500,0.08202173560857773,0.001539628836326301
7600,0.08059859275817871,0.0014017735375091434
7700,0.07299954444169998,0.0013247798196971416
7800,0.05881839618086815,0.0011763460643123835
7900,0.07620181143283844,0.0014025027339812368
8000,0.07599581032991409,0.002174361899960786
8100,0.05611943081021309,0.0025904442300088704
8200,0.06946609169244766,0.0014461557293543592
8300,0.06291326880455017,0.001417126681189984
8400,0.08097133785486221,0.0014765303349122405
8500,0.051640938967466354,0.00132767076138407
8600,0.059010013937950134,0.0014005526900291443
8700,0.07301110029220581,0.0012912807433167472
8800,0.06245451793074608,0.0013012234994675964
8900,0.06133214384317398,0.0014631568337790668
9000,0.07251495122909546,0.0013437132292892784
9100,0.05775782838463783,0.0011141927243443206
9200,0.06909248977899551,0.001236676675034687
9300,0.062265828251838684,0.0010285875614499673
9400,0.056452687829732895,0.0009242318628821522
9500,0.061991892755031586,0.000989931431831792
9600,0.06416626274585724,0.0012748769368045032
9700,0.08006522059440613,0.0013425851066131145
9800,0.07114651799201965,0.001352241524728015
9900,0.07433157414197922,0.0012636286410270259
10000,0.054239388555288315,0.000797700704424642
10100,0.06070065125823021,0.0012177506578154862
10200,0.05655930936336517,0.0009330850880360231
10300,0.05897168070077896,0.0010407846129965037
10400,0.07444373518228531,0.0011382293014321476
10500,0.04676897078752518,0.0017207601049449295
10600,0.061435550451278687,0.0012795596703654155
10700,0.060091227293014526,0.001613939763046801
10800,0.061157215386629105,0.0011063214478781447
10900,0.06566528230905533,0.001230418449267745
11000,0.060199886560440063,0.0010524340177653357
11100,0.06082886829972267,0.0012490398803493008
11200,0.05755719542503357,0.001372628816170618
11300,0.05667363852262497,0.000930876805796288
11400,0.05587682127952576,0.0009279887890443206
11500,0.05710970610380173,0.002058853075141087
11600,0.06540326774120331,0.0013985449040774256
11700,0.05369593948125839,0.0008859239896992221
11800,0.04994767904281616,0.0009105394128710032
11900,0.073796346783638,0.0010313114034943283
12000,0.06286976486444473,0.0008314156875712797
12100,0.05160926654934883,0.0008372531156055629
12200,0.05780957639217377,0.0009374541114084423
12300,0.06628619879484177,0.001020812283968553
12400,0.05763733759522438,0.0008091457711998373
12500,0.06374920159578323,0.0009002845181385055
12600,0.0553998164832592,0.0010301410366082564
12700,0.06851489096879959,0.0013052028371021152
12800,0.05046800151467323,0.000681948455167003
12900,0.07287123054265976,0.0010656993836164474
13000,0.05968296155333519,0.0009971070103347301
13100,0.06173782795667648,0.0007981650851434097
13200,0.060577865689992905,0.0009836294630076736
13300,0.06426285952329636,0.0008374391036340967
13400,0.05759907886385918,0.0007338700088439509
13500,0.05606859177350998,0.0009688779391581193
13600,0.06747239828109741,0.001180812862003222
13700,0.0625213235616684,0.0009768982126843184
13800,0.06666479259729385,0.001365000382065773
13900,0.06830133497714996,0.0010431960981804878
14000,0.06245361268520355,0.000730431500414852
14100,0.06349432468414307,0.0012605303927557543
14200,0.05751602351665497,0.0010161491663893685
14300,0.06674466282129288,0.0012217422772664577
14400,0.06613510102033615,0.0009890158253256232
14500,0.06612671166658401,0.0012912640231661499
14600,0.06329477578401566,0.0008736969175515696
14700,0.052822716534137726,0.0007182377739809453
14800,0.04854623228311539,0.0010934178135357797
14900,0.04897812008857727,0.0007568667060695589
15000,0.06573265790939331,0.0009607455431250855
15100,0.05501127988100052,0.0008727587555767968
15200,0.051497817039489746,0.0007587631844216958
15300,0.06412094086408615,0.0012647298426600173
15400,0.06875055283308029,0.0015273567114491016
15500,0.0623137503862381,0.0008403702813666314
15600,0.05877557769417763,0.0010198306699749082
15700,0.058131713420152664,0.0021346747234929353
15800,0.05844532325863838,0.0009909381333272904
15900,0.06558471918106079,0.000903588515939191
16000,0.05329679325222969,0.001046370089170523
16100,0.058436933904886246,0.0007851523259887472
16200,0.07090247422456741,0.0014921340043656528
16300,0.06291981786489487,0.0008265046926680952
16400,0.05792713537812233,0.0008526213496224955
16500,0.0631023421883583,0.0009492164681432769
16600,0.0640074834227562,0.0011558985570445657
16700,0.059219490736722946,0.0007010292320046574
16800,0.05692895129323006,0.00106964296719525
16900,0.06517893821001053,0.0011279630271019414
17000,0.06880386173725128,0.0012445936736185104
17100,0.057561829686164856,0.0011504918074933812
17200,0.061959654092788696,0.0007733106322120875
17300,0.05578233301639557,0.0012307044089538977
17400,0.056742969900369644,0.0007383574411505833
17500,0.07002121210098267,0.0008255602151621133
17600,0.052488651126623154,0.0007470712953363545
17700,0.06293120235204697,0.000932378025026992
17800,0.06875898689031601,0.0007874322618590668
17900,0.06822764873504639,0.0007121196249499917
18000,0.07023865729570389,0.00075606579775922
18100,0.0705876350402832,0.0007843456987757236
18200,0.06436830759048462,0.0007587608997710049
18300,0.06501591950654984,0.0008529880578862503
18400,0.06169246882200241,0.0006594170990865678
18500,0.0609099306166172,0.0009060215525096282
18600,0.0573292039334774,0.0006948299705982208
18700,0.059134341776371,0.0006211831932887435
18800,0.06394045799970627,0.0006641703366767615
18900,0.06823083013296127,0.0007692344588576816
19000,0.061701975762844086,0.0008141386933857575
19100,0.07309917360544205,0.0016228194581344724
19200,0.07522270828485489,0.0009630384447518736
19300,0.06563812494277954,0.0006572078273165971
19400,0.07443298399448395,0.0010792919783852994
19500,0.06729473173618317,0.0007422858907375485
19600,0.07369154691696167,0.0008052681077970192
19700,0.0757235661149025,0.0011724519863491878
19800,0.06735777854919434,0.0010551368759479374
19900,0.0654127225279808,0.0008357346232514828
20000,0.06149939075112343,0.0006736860814271495
20100,0.060530975461006165,0.0008068987663136795
20200,0.05885712802410126,0.0006324782880255952
20300,0.06965817511081696,0.0008717807213542983
20400,0.0775504857301712,0.0009310184977948666
20500,0.07682254910469055,0.0010232144995825365
20600,0.07550100982189178,0.000941374761168845
20700,0.049830567091703415,0.00044805674406234175
20800,0.08176492899656296,0.0009237263293471187
20900,0.07082358002662659,0.0009629364794818684
21000,0.06707350164651871,0.0006915456178830937
21100,0.0739535391330719,0.0008299158362206072
21200,0.0595894455909729,0.0007639337127329782
21300,0.07097242772579193,0.0008374204044230282
21400,0.06489010900259018,0.0007274949020938948
21500,0.06942716985940933,0.0010557155910646543
21600,0.06079389899969101,0.0006596652820007876
21700,0.07052648067474365,0.0008454877097392455
21800,0.0638926774263382,0.0007936377660371363
21900,0.07032252103090286,0.0010675414669094607
22000,0.06153260916471481,0.0007448394608218223
22100,0.059633493423461914,0.0007116102933650836
22200,0.06260436773300171,0.0006717165451846085
22300,0.060399509966373444,0.0007283252925844863
22400,0.07172010093927383,0.0009786607115529478
22500,0.08066078275442123,0.0010267584584653378
22600,0.06462670117616653,0.0010341658780816942
22700,0.057926010340452194,0.000880421488545835
22800,0.06093468889594078,0.0009268229478038847
22900,0.05467640608549118,0.0006579800538020208
23000,0.06261956691741943,0.0011434619082137942
23100,0.05514666810631752,0.0007043890218483284
23200,0.053980860859155655,0.0006565193034475669
23300,0.05753619968891144,0.0007735864928690717
23400,0.057572636753320694,0.0006166725652292371
23500,0.06082617864012718,0.0014249960368033499
23600,0.05364949628710747,0.000527577954926528
23700,0.06343332678079605,0.0012972802796866745
23800,0.0555606335401535,0.000691960784024559
23900,0.05665379762649536,0.0008999895653687418
24000,0.055546846240758896,0.0011460657988209277
24100,0.04707328975200653,0.0005404477124102414
24200,0.04906873032450676,0.00044726299529429525
24300,0.05082680657505989,0.000525078154169023
24400,0.055424172431230545,0.0006703844846924767
24500,0.05766021087765694,0.0009060926095116884
24600,0.05009797215461731,0.000667890919430647
24700,0.056727685034275055,0.000759804286644794
24800,0.06281765550374985,0.0010621446854202077
24900,0.05292443931102753,0.0006835506210336462
25000,0.058222681283950806,0.0007575630734208971
25100,0.047306474298238754,0.0005280573313939385
25200,0.056715670973062515,0.0011454669875092804
25300,0.059608928859233856,0.0012865928874816746
25400,0.05137958750128746,0.0005650863604387268
25500,0.06586573272943497,0.0015493819082621485
25600,0.059683069586753845,0.0007904671947471797
25700,0.05353013426065445,0.0007481893844669685
25800,0.06218814104795456,0.0007758028659736738
25900,0.0636301040649414,0.0010519004135858268
26000,0.055728066712617874,0.0008532831416232511
26100,0.06386558711528778,0.000718605937436223
26200,0.060065384954214096,0.00105349684599787
26300,0.056870605796575546,0.000997114650090225
26400,0.05567304044961929,0.001108590338844806
26500,0.06399977207183838,0.0010346798808313906
26600,0.062277939170598984,0.0008480096730636433
26700,0.056258346885442734,0.0006299113156273961
26800,0.06437727063894272,0.0008529856859240681
26900,0.0671359971165657,0.0008405154076172039
